,row_id,predictions
0,89198,3.8967991455493634
1,89199,3.9617159655463534
2,89200,3.158357372226543
3,89201,3.8609903573959476
4,89202,3.654550548817716
5,89203,3.7948468782330766
6,89204,3.2767928805727125
7,89205,3.445842372328497
8,89206,3.1801764653343145
9,89207,3.857111471564163
10,89208,3.943716706761696
11,89209,3.810424293934527
12,89210,3.774263904142419
13,89211,3.8087289514003073
14,89212,3.8127362829444387
15,89213,3.7708476235510235
16,89214,3.186885217978874
17,89215,3.931933211109491
18,89216,3.7778917883230294
19,89217,3.8060145919187187
20,89218,3.9046627145431274
21,89219,3.8362454132968655
22,89220,3.103026222969739
23,89221,3.9003401755786196
24,89222,2.9925726607178853
25,89223,3.857111471564163
26,89224,3.7916983081499556
27,89225,3.1073628915532714
28,89226,3.8019769667307197
29,89227,3.765292308140837
30,89228,3.3177434787155073
31,89229,3.8437749584609073
32,89230,3.7947429998499156
33,89231,3.1929114920683084
34,89232,3.8197622722597173
35,89233,3.138699063542199
36,89234,3.68314658931173
37,89235,3.764417294050724
38,89236,3.8140913153768294
39,89237,3.995178901610662
40,89238,3.8435149508633972
41,89239,3.2108429158489047
42,89240,3.3177434787155073
43,89241,3.7974979427383686
44,89242,3.797395632437602
45,89243,3.9073922866639337
46,89244,3.8835415282864356
47,89245,3.45830598770845
48,89246,3.2990496107078475
49,89247,3.357295380979389
50,89248,3.791432851678222
51,89249,3.483441632244896
52,89250,3.9672028387791847
53,89251,3.157500961625542
54,89252,3.1351599495173894
55,89253,3.103026222969739
56,89254,3.8118271621496644
57,89255,3.891212648558271
58,89256,3.186433894303287
59,89257,3.488901152714847
60,89258,3.891212648558271
61,89259,3.537812767132826
62,89260,3.920487880410123
63,89261,3.5122910875150812
64,89262,3.7778917883230294
65,89263,3.43251249049642
66,89264,3.8425501904160613
67,89265,3.2453539067726154
68,89266,3.9712340034457267
69,89267,3.190102696670118
70,89268,3.2720014289181467
71,89269,3.7916983081499556
72,89270,3.130073675755753
73,89271,3.325080292655184
74,89272,3.1699550176186753
75,89273,3.78997014121184
76,89274,3.94517528113222
77,89275,3.669434467043638
78,89276,3.1801764653343145
79,89277,3.5376551239539884
80,89278,3.9167868923324725
81,89279,3.6208928381934706
82,89280,3.1399870805242935
83,89281,3.235614132474144
84,89282,3.9442579551746944
85,89283,3.8317758944594362
86,89284,3.8492513009919866
87,89285,3.865548319035284
88,89286,3.6494108870769497
89,89287,3.7872004137491113
90,89288,3.663997707910908
91,89289,3.8795930109654564
92,89290,3.483441632244896
93,89291,3.5455951293706396
94,89292,3.9275232001427254
95,89293,3.8376076274495903
96,89294,3.1351599495173894
97,89295,3.486135425607448
98,89296,3.877349360781172
99,89297,3.832693220416962
100,89298,3.8198493804427898
101,89299,3.874143225946933
102,89300,3.8374187064447165
103,89301,3.8454122205130776
104,89302,3.601757247696121
105,89303,3.2782458269930648
106,89304,3.823291343680827
107,89305,3.931933211109491
108,89306,3.2198618898454354
109,89307,3.423167392559384
110,89308,3.543755480364625
111,89309,3.795862434379763
112,89310,3.8060145919187187
113,89311,3.2451353469360322
114,89312,3.246501816064078
115,89313,3.3346463524444867
116,89314,3.779213156017105
117,89315,3.2742491864610352
118,89316,3.0017460911605722
119,89317,3.230345289116834
120,89318,3.9121236712308245
121,89319,3.921717196377268
122,89320,3.8118271621496644
123,89321,3.2017396834246745
124,89322,3.659618996652864
125,89323,3.8721891295586626
126,89324,3.898600657733408
127,89325,3.1953738165071544
128,89326,3.8317758944594362
129,89327,3.9960962275681875
130,89328,3.120102742233627
131,89329,3.160747011367681
132,89330,3.6197649057581387
133,89331,3.9960962275681875
134,89332,3.2017396834246745
135,89333,3.779213156017105
136,89334,3.1898018603402747
137,89335,3.874143225946933
138,89336,3.0888998336550535
139,89337,3.325080292655184
140,89338,3.931933211109491
141,89339,3.8437749584609073
142,89340,3.828385242724689
143,89341,3.954868142431957
144,89342,3.208831012134472
145,89343,3.1586535938260636
146,89344,3.6907532184644682
147,89345,3.1699550176186753
148,89346,3.171580116055165
149,89347,3.874143225946933
150,89348,3.223654377212386
151,89349,3.7705472592217877
152,89350,3.594636782986232
153,89351,3.850576333730414
154,89352,3.6726601265404706
155,89353,3.874143225946933
156,89354,3.080626041208443
157,89355,3.779213156017105
158,89356,3.8795930109654564
159,89357,3.995178901610662
160,89358,3.3504785360868694
161,89359,3.5685441759468577
162,89360,3.853934400381355
163,89361,3.8317758944594362
164,89362,3.822731209542329
165,89363,3.8141511392778056
166,89364,3.9571859461109766
167,89365,3.938988389519418
168,89366,3.2611358120918887
169,89367,3.8118271621496644
170,89368,3.8317758944594362
171,89369,3.1929114920683084
172,89370,3.2443969121094707
173,89371,3.8317758944594362
174,89372,3.3098388625239363
175,89373,3.411647502409572
176,89374,3.935609803248313
177,89375,3.9854860403109247
178,89376,3.8087289514003073
179,89377,3.9089423963120438
180,89378,3.779213156017105
181,89379,3.8197622722597173
182,89380,3.8492513009919866
183,89381,3.7974979427383686
184,89382,3.9533102319081395
185,89383,3.223654377212386
186,89384,3.9533102319081395
187,89385,3.9350116078234136
188,89386,3.259645761682361
189,89387,3.2514931599039474
190,89388,3.8609903573959476
191,89389,3.2641515301149
192,89390,3.8376076274495903
193,89391,3.246501816064078
194,89392,3.8198493804427898
195,89393,3.642785487528895
196,89394,3.828385242724689
197,89395,3.9064451537538365
198,89396,3.2208405485431104
199,89397,3.147937175947155
200,89398,3.172182503122751
201,89399,3.2000599921164556
202,89400,3.1281420981293917
203,89401,3.2198618898454354
204,89402,3.2195299952657073
205,89403,3.922794506446122
206,89404,3.3888884165102606
207,89405,3.8118271621496644
208,89406,3.8339256763208813
209,89407,3.815609058117213
210,89408,3.2000599921164556
211,89409,3.9093649964716697
212,89410,3.601757247696121
213,89411,3.208831012134472
214,89412,3.147937175947155
215,89413,3.8454122205130776
216,89414,3.3098388625239363
217,89415,3.1453012104362172
218,89416,3.571010210884201
219,89417,3.3177434787155073
220,89418,3.735777902234747
221,89419,3.6602652839656162
222,89420,3.336366246268147
223,89421,3.8118271621496644
224,89422,3.956097458399102
225,89423,3.877349360781172
226,89424,3.9003401755786196
227,89425,3.9442579551746944
228,89426,3.795862434379763
229,89427,3.182169515302767
230,89428,3.8795930109654564
231,89429,3.795862434379763
232,89430,3.726614524178783
233,89431,3.3888884165102606
234,89432,3.4339162262299925
235,89433,3.8492513009919866
236,89434,3.845684350907701
237,89435,3.3522749660735536
238,89436,3.448997365801016
239,89437,3.336366246268147
240,89438,3.1121685850527245
241,89439,3.113161249580233
242,89440,3.9864033662684504
243,89441,3.186433894303287
244,89442,3.69063897221318
245,89443,3.131283456000994
246,89444,3.9003401755786196
247,89445,3.8589018474504204
248,89446,3.208831012134472
249,89447,3.5770708279478205
250,89448,3.746298752792158
251,89449,3.7476201204862334
252,89450,3.7476201204862334
253,89451,3.823291343680827
254,89452,3.8202528331502745
255,89453,3.2135423114051607
256,89454,3.113161249580233
257,89455,3.8912014709152505
258,89456,3.8362454132968655
259,89457,3.148285191838002
260,89458,3.8492513009919866
261,89459,3.9004881109283067
262,89460,3.8659742682427107
263,89461,3.1780808779144416
264,89462,3.9320811464591783
265,89463,3.1828554170878602
266,89464,3.989180006799535
267,89465,3.885193856801601
268,89466,3.931933211109491
269,89467,3.1351599495173894
270,89468,3.235614132474144
271,89469,3.448997365801016
272,89470,3.5386152796886425
273,89471,3.8336417501480575
274,89472,3.943716706761696
275,89473,3.828385242724689
276,89474,3.132262114698669
277,89475,3.2198618898454354
278,89476,3.1677523362690874
279,89477,3.2195299952657073
280,89478,3.586038765089967
281,89479,3.505727964235234
282,89480,3.1518534315012174
283,89481,3.2198618898454354
284,89482,3.1279381966570354
285,89483,3.786052611503286
286,89484,3.813819184982206
287,89485,3.391887702978315
288,89486,3.9664614084810124
289,89487,3.803227365427756
290,89488,3.2535227063508136
291,89489,3.848751644641781
292,89490,3.541973206094932
293,89491,3.7476201204862334
294,89492,3.1699550176186753
295,89493,3.832693220416962
296,89494,3.851948492755564
297,89495,3.8907663137685367
298,89496,3.106795382662713
299,89497,3.223654377212386
300,89498,3.828385242724689
301,89499,3.080626041208443
302,89500,3.488705973414348
303,89501,3.9251402154190522
304,89502,3.7642693988488913
305,89503,3.9411741902571475
306,89504,3.163019817913862
307,89505,3.7705915070166327
308,89506,3.080626041208443
309,89507,3.2767928805727125
310,89508,3.8060145919187187
311,89509,3.1279381966570354
312,89510,3.7778917883230294
313,89511,3.8492513009919866
314,89512,3.8011950405298345
315,89513,3.832693220416962
316,89514,3.160747011367681
317,89515,3.2451353469360322
318,89516,3.7707989384341962
319,89517,3.874143225946933
320,89518,3.8197622722597173
321,89519,3.954868142431957
322,89520,3.8317758944594362
323,89521,3.9664614084810124
324,89522,3.195144765429027
325,89523,3.9653369989049474
326,89524,3.2086811760780685
327,89525,3.689968781905749
328,89526,3.8967991455493634
329,89527,3.25704461143244
330,89528,3.1279381966570354
331,89529,3.9071766086025805
332,89530,3.891212648558271
333,89531,3.9320811464591783
334,89532,3.9960962275681875
335,89533,3.106795382662713
336,89534,3.547894505051752
337,89535,3.2443969121094707
338,89536,3.877349360781172
339,89537,3.6212586699562266
340,89538,3.894700848644709
341,89539,3.5367995145736892
342,89540,3.081376583774234
343,89541,3.8109098361921387
344,89542,3.210667918607572
345,89543,3.4339162262299925
346,89544,3.8665684767196864
347,89545,3.1738277943544477
348,89546,3.8492513009919866
349,89547,3.8835415282864356
350,89548,3.6968433624466535
351,89549,3.643014154553529
352,89550,3.9275232001427254
353,89551,3.534120430759266
354,89552,3.9121236712308245
355,89553,3.1664236121418567
356,89554,3.9876904939299735
357,89555,3.934868372950141
358,89556,3.735777902234747
359,89557,3.7642693988488913
360,89558,3.8324225597331343
361,89559,3.2625584818012108
362,89560,3.4997726039372394
363,89561,3.8835415282864356
364,89562,3.9440458033983576
365,89563,3.3063079869604377
366,89564,3.43251249049642
367,89565,3.8114398500812134
368,89566,3.0569148481895416
369,89567,3.885193856801601
370,89568,3.956244533377721
371,89569,3.511003612599178
372,89570,3.488705973414348
373,89571,3.922794506446122
374,89572,3.885193856801601
375,89573,3.081376583774234
376,89574,3.1916046568141803
377,89575,3.5896994035455205
378,89576,3.8376076274495903
379,89577,3.1558184782650294
380,89578,3.943716706761696
381,89579,3.9072332957449767
382,89580,3.962453085580796
383,89581,3.845684350907701
384,89582,3.547894505051752
385,89583,3.2202728617945153
386,89584,3.5184926731010564
387,89585,3.9539508164744315
388,89586,3.0569148481895416
389,89587,3.779213156017105
390,89588,3.2086811760780685
391,89589,3.832693220416962
392,89590,3.8339441859933405
393,89591,3.186433894303287
394,89592,3.7752665171330566
395,89593,3.547894505051752
396,89594,3.1929114920683084
397,89595,3.995178901610662
398,89596,3.208831012134472
399,89597,3.9664614084810124
400,89598,3.2026551027779204
401,89599,3.132262114698669
402,89600,3.186433894303287
403,89601,3.9228056840891425
404,89602,3.832693220416962
405,89603,3.1953738165071544
406,89604,3.7476201204862334
407,89605,3.186885217978874
408,89606,3.2619383246477054
409,89607,3.2307289439196247
410,89608,3.7972836201652247
411,89609,3.922794506446122
412,89610,3.764443127807515
413,89611,3.8109098361921387
414,89612,3.943716706761696
415,89613,3.802286865727167
416,89614,2.9925726607178853
417,89615,3.8198493804427898
418,89616,3.1594657674090554
419,89617,3.9411741902571475
420,89618,3.9411741902571475
421,89619,3.9003401755786196
422,89620,3.120102742233627
423,89621,3.6743069772057173
424,89622,3.0569148481895416
425,89623,3.956097458399102
426,89624,3.925592910580105
427,89625,3.148285191838002
428,89626,3.8887241051922588
429,89627,3.5111884549008816
430,89628,3.6697892336629048
431,89629,3.171580116055165
432,89630,3.9664614084810124
433,89631,3.131283456000994
434,89632,3.9617159655463534
435,89633,3.874143225946933
436,89634,3.8118271621496644
437,89635,3.131283456000994
438,89636,3.2350898689674557
439,89637,3.8425501904160613
440,89638,3.79382567389239
441,89639,3.43251249049642
442,89640,3.874143225946933
443,89641,3.857131069661387
444,89642,3.4223918996917098
445,89643,3.859173278237665
446,89644,3.94517528113222
447,89645,3.103566913986518
448,89646,3.9539508164744315
449,89647,3.8967991455493634
450,89648,3.7365519700599856
451,89649,3.5542184709263873
452,89650,3.877349360781172
453,89651,3.643014154553529
454,89652,3.9442579551746944
455,89653,3.1558184782650294
456,89654,3.1134348559190888
457,89655,3.8087289514003073
458,89656,3.1780808779144416
459,89657,3.235564795436482
460,89658,3.9960962275681875
461,89659,3.8912014709152505
462,89660,3.9960962275681875
463,89661,3.1496845142291257
464,89662,3.8825308973998993
465,89663,3.931933211109491
466,89664,3.3063079869604377
467,89665,3.216236869214615
468,89666,3.1699550176186753
469,89667,3.1134348559190888
470,89668,3.9228056840891425
471,89669,3.136211989103646
472,89670,3.8612617666091515
473,89671,3.223654377212386
474,89672,3.033339126691444
475,89673,3.735777902234747
476,89674,3.2307289439196247
477,89675,3.137054183176063
478,89676,3.127872731878184
479,89677,3.9275232001427254
480,89678,3.9320811464591783
481,89679,3.171580116055165
482,89680,3.828385242724689
483,89681,3.8317758944594362
484,89682,3.9147320721281798
485,89683,3.3063079869604377
486,89684,3.9228056840891425
487,89685,3.6001653530562208
488,89686,3.8435149508633972
489,89687,3.488901152714847
490,89688,3.6573318518830207
491,89689,3.791432851678222
492,89690,3.1202525782900308
493,89691,3.2451353469360322
494,89692,3.887163009052855
495,89693,3.92721819601251
496,89694,3.9664614084810124
497,89695,3.805085639097304
498,89696,3.0547049172692224
499,89697,3.232330617942127
500,89698,3.194612853444734
501,89699,3.2720014289181467
502,89700,3.7653394179642454
503,89701,3.931933211109491
504,89702,3.132262114698669
505,89703,3.2619383246477054
506,89704,3.7972836201652247
507,89705,3.2535227063508136
508,89706,3.267456575176976
509,89707,3.8514424159736613
510,89708,3.8362454132968655
511,89709,3.075347148691761
512,89710,3.8109098361921387
513,89711,3.7802017376823027
514,89712,3.818904951371421
515,89713,3.258948453245842
516,89714,3.8197622722597173
517,89715,3.7788312584036556
518,89716,3.7365519700599856
519,89717,3.883139036597308
520,89718,3.810424293934527
521,89719,3.909581154726276
522,89720,3.1586535938260636
523,89721,3.654277928587386
524,89722,3.1642315120148967
525,89723,3.94517528113222
526,89724,3.2331483892403665
527,89725,3.210667918607572
528,89726,3.103566913986518
529,89727,3.157500961625542
530,89728,3.8060145919187187
531,89729,3.9121236712308245
532,89730,3.120041745202275
533,89731,3.943716706761696
534,89732,3.4780931762742613
535,89733,3.887163009052855
536,89734,3.8606056959603063
537,89735,3.9089423963120438
538,89736,3.1890939971564136
539,89737,3.6968433624466535
540,89738,3.9350116078234136
541,89739,3.8435149508633972
542,89740,3.838741802806168
543,89741,3.5896994035455205
544,89742,3.172182503122751
545,89743,3.486500666860065
546,89744,3.2243831238122054
547,89745,3.9350116078234136
548,89746,3.080626041208443
549,89747,3.6573318518830207
550,89748,3.590333448024091
551,89749,3.3794147210312806
552,89750,3.894700848644709
553,89751,3.7916983081499556
554,89752,3.832693220416962
555,89753,3.8362454132968655
556,89754,3.1849324994450114
557,89755,3.8609903573959476
558,89756,3.8376076274495903
559,89757,3.7716343298968846
560,89758,3.806831561587511
561,89759,3.283086195434819
562,89760,3.0632026219488777
563,89761,3.1664236121418567
564,89762,3.7464755970141312
565,89763,3.157500961625542
566,89764,3.547894505051752
567,89765,3.8140913153768294
568,89766,3.2307289439196247
569,89767,3.1699550176186753
570,89768,3.6907532184644682
571,89769,3.8492513009919866
572,89770,3.336366246268147
573,89771,3.931933211109491
574,89772,3.1677523362690874
575,89773,3.832693220416962
576,89774,3.9105763410207968
577,89775,3.2451353469360322
578,89776,3.920487880410123
579,89777,3.8514424159736613
580,89778,3.920487880410123
581,89779,3.802286865727167
582,89780,3.1279381966570354
583,89781,3.94517528113222
584,89782,3.874143225946933
585,89783,3.857111471564163
586,89784,3.7974979427383686
587,89785,3.9705814250502898
588,89786,3.779213156017105
589,89787,3.172182503122751
590,89788,3.9147320721281798
591,89789,3.8967991455493634
592,89790,3.2866596774076133
593,89791,3.9089423963120438
594,89792,3.223654377212386
595,89793,3.127872731878184
596,89794,3.654277928587386
597,89795,3.103026222969739
598,89796,3.336366246268147
599,89797,3.877349360781172
600,89798,3.2198618898454354
601,89799,3.5457710069298396
602,89800,3.9003401755786196
603,89801,3.887163009052855
604,89802,3.224350287845746
605,89803,3.8425501904160613
606,89804,3.8437749584609073
607,89805,3.2697338120449726
608,89806,3.815609058117213
609,89807,3.746298752792158
610,89808,3.7916983081499556
611,89809,3.236921417748655
612,89810,3.3947852359112254
613,89811,3.207933152266006
614,89812,3.925592910580105
615,89813,3.9533102319081395
616,89814,3.8197622722597173
